census_year,rc13,rc13desc,sex,age_grp,ur5_rc13,ur5_rc13desc,count
1996,08,Manawatu-Wanganui Region,Female,20–24,13,Canterbury Region,00180
1996,08,Manawatu-Wanganui Region,Female,20–24,14,Otago Region,00084
1996,08,Manawatu-Wanganui Region,Female,20–24,15,Southland Region,00030
1996,08,Manawatu-Wanganui Region,Female,20–24,16,Tasman Region,00018
1996,08,Manawatu-Wanganui Region,Female,20–24,17,Nelson Region,00018
1996,08,Manawatu-Wanganui Region,Female,20–24,18,Marlborough Region,00033
1996,08,Manawatu-Wanganui Region,Female,25–29,,,00468
1996,08,Manawatu-Wanganui Region,Female,25–29,01,Northland Region,00033
1996,08,Manawatu-Wanganui Region,Female,25–29,02,Auckland Region,00294
1996,08,Manawatu-Wanganui Region,Female,25–29,03,Waikato Region,00168
1996,08,Manawatu-Wanganui Region,Female,25–29,04,Bay of Plenty Region,00078
1996,08,Manawatu-Wanganui Region,Female,25–29,05,Gisborne Region,00033
1996,08,Manawatu-Wanganui Region,Female,25–29,06,Hawke's Bay Region,00141
1996,08,Manawatu-Wanganui Region,Female,25–29,07,Taranaki Region,00117
1996,08,Manawatu-Wanganui Region,Female,25–29,08,Manawatu-Wanganui Region,05346
1996,08,Manawatu-Wanganui Region,Female,25–29,09,Wellington Region,00462
1996,08,Manawatu-Wanganui Region,Female,25–29,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Female,25–29,13,Canterbury Region,00183
1996,08,Manawatu-Wanganui Region,Female,25–29,14,Otago Region,00075
1996,08,Manawatu-Wanganui Region,Female,25–29,15,Southland Region,00018
1996,08,Manawatu-Wanganui Region,Female,25–29,16,Tasman Region,00009
1996,08,Manawatu-Wanganui Region,Female,25–29,17,Nelson Region,00012
1996,08,Manawatu-Wanganui Region,Female,25–29,18,Marlborough Region,00024
1996,08,Manawatu-Wanganui Region,Female,30–34,,,00453
1996,08,Manawatu-Wanganui Region,Female,30–34,01,Northland Region,00033
1996,08,Manawatu-Wanganui Region,Female,30–34,02,Auckland Region,00255
1996,08,Manawatu-Wanganui Region,Female,30–34,03,Waikato Region,00141
1996,08,Manawatu-Wanganui Region,Female,30–34,04,Bay of Plenty Region,00066
1996,08,Manawatu-Wanganui Region,Female,30–34,05,Gisborne Region,00027
1996,08,Manawatu-Wanganui Region,Female,30–34,06,Hawke's Bay Region,00114
1996,08,Manawatu-Wanganui Region,Female,30–34,07,Taranaki Region,00096
1996,08,Manawatu-Wanganui Region,Female,30–34,08,Manawatu-Wanganui Region,06471
1996,08,Manawatu-Wanganui Region,Female,30–34,09,Wellington Region,00423
1996,08,Manawatu-Wanganui Region,Female,30–34,12,West Coast Region,00009
1996,08,Manawatu-Wanganui Region,Female,30–34,13,Canterbury Region,00123
1996,08,Manawatu-Wanganui Region,Female,30–34,14,Otago Region,00033
1996,08,Manawatu-Wanganui Region,Female,30–34,15,Southland Region,00024
1996,08,Manawatu-Wanganui Region,Female,30–34,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Female,30–34,17,Nelson Region,00009
1996,08,Manawatu-Wanganui Region,Female,30–34,18,Marlborough Region,00021
1996,08,Manawatu-Wanganui Region,Female,35–39,,,00348
1996,08,Manawatu-Wanganui Region,Female,35–39,01,Northland Region,00033
1996,08,Manawatu-Wanganui Region,Female,35–39,02,Auckland Region,00201
1996,08,Manawatu-Wanganui Region,Female,35–39,03,Waikato Region,00147
1996,08,Manawatu-Wanganui Region,Female,35–39,04,Bay of Plenty Region,00066
1996,08,Manawatu-Wanganui Region,Female,35–39,05,Gisborne Region,00021
1996,08,Manawatu-Wanganui Region,Female,35–39,06,Hawke's Bay Region,00105
1996,08,Manawatu-Wanganui Region,Female,35–39,07,Taranaki Region,00090
1996,08,Manawatu-Wanganui Region,Female,35–39,08,Manawatu-Wanganui Region,06894
1996,08,Manawatu-Wanganui Region,Female,35–39,09,Wellington Region,00324
1996,08,Manawatu-Wanganui Region,Female,35–39,12,West Coast Region,00009
1996,08,Manawatu-Wanganui Region,Female,35–39,13,Canterbury Region,00087
1996,08,Manawatu-Wanganui Region,Female,35–39,14,Otago Region,00027
1996,08,Manawatu-Wanganui Region,Female,35–39,15,Southland Region,00009
1996,08,Manawatu-Wanganui Region,Female,35–39,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Female,35–39,17,Nelson Region,00009
1996,08,Manawatu-Wanganui Region,Female,35–39,18,Marlborough Region,00012
1996,08,Manawatu-Wanganui Region,Female,40–44,,,00255
1996,08,Manawatu-Wanganui Region,Female,40–44,01,Northland Region,00030
1996,08,Manawatu-Wanganui Region,Female,40–44,02,Auckland Region,00105
1996,08,Manawatu-Wanganui Region,Female,40–44,03,Waikato Region,00087
1996,08,Manawatu-Wanganui Region,Female,40–44,04,Bay of Plenty Region,00039
1996,08,Manawatu-Wanganui Region,Female,40–44,05,Gisborne Region,00009
1996,08,Manawatu-Wanganui Region,Female,40–44,06,Hawke's Bay Region,00075
1996,08,Manawatu-Wanganui Region,Female,40–44,07,Taranaki Region,00057
1996,08,Manawatu-Wanganui Region,Female,40–44,08,Manawatu-Wanganui Region,06411
1996,08,Manawatu-Wanganui Region,Female,40–44,09,Wellington Region,00222
1996,08,Manawatu-Wanganui Region,Female,40–44,12,West Coast Region,00009
1996,08,Manawatu-Wanganui Region,Female,40–44,13,Canterbury Region,00039
1996,08,Manawatu-Wanganui Region,Female,40–44,14,Otago Region,00018
1996,08,Manawatu-Wanganui Region,Female,40–44,15,Southland Region,00021
1996,08,Manawatu-Wanganui Region,Female,40–44,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Female,40–44,17,Nelson Region,00006
1996,08,Manawatu-Wanganui Region,Female,40–44,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Female,45–49,,,00246
1996,08,Manawatu-Wanganui Region,Female,45–49,01,Northland Region,00021
1996,08,Manawatu-Wanganui Region,Female,45–49,02,Auckland Region,00081
1996,08,Manawatu-Wanganui Region,Female,45–49,03,Waikato Region,00063
1996,08,Manawatu-Wanganui Region,Female,45–49,04,Bay of Plenty Region,00051
1996,08,Manawatu-Wanganui Region,Female,45–49,05,Gisborne Region,00012
1996,08,Manawatu-Wanganui Region,Female,45–49,06,Hawke's Bay Region,00045
1996,08,Manawatu-Wanganui Region,Female,45–49,07,Taranaki Region,00045
1996,08,Manawatu-Wanganui Region,Female,45–49,08,Manawatu-Wanganui Region,05952
1996,08,Manawatu-Wanganui Region,Female,45–49,09,Wellington Region,00183
1996,08,Manawatu-Wanganui Region,Female,45–49,12,West Coast Region,00006
1996,08,Manawatu-Wanganui Region,Female,45–49,13,Canterbury Region,00021
1996,08,Manawatu-Wanganui Region,Female,45–49,14,Otago Region,00015
1996,08,Manawatu-Wanganui Region,Female,45–49,15,Southland Region,00012
1996,08,Manawatu-Wanganui Region,Female,45–49,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Female,45–49,17,Nelson Region,00006
1996,08,Manawatu-Wanganui Region,Female,45–49,18,Marlborough Region,00009
1996,08,Manawatu-Wanganui Region,Female,50–54,,,00192
1996,08,Manawatu-Wanganui Region,Female,50–54,01,Northland Region,00009
1996,08,Manawatu-Wanganui Region,Female,50–54,02,Auckland Region,00054
1996,08,Manawatu-Wanganui Region,Female,50–54,03,Waikato Region,00045
1996,08,Manawatu-Wanganui Region,Female,50–54,04,Bay of Plenty Region,00030
1996,08,Manawatu-Wanganui Region,Female,50–54,05,Gisborne Region,00012
1996,08,Manawatu-Wanganui Region,Female,50–54,06,Hawke's Bay Region,00042
1996,08,Manawatu-Wanganui Region,Female,50–54,07,Taranaki Region,00036
1996,08,Manawatu-Wanganui Region,Female,50–54,08,Manawatu-Wanganui Region,04863
1996,08,Manawatu-Wanganui Region,Female,50–54,09,Wellington Region,00156
1996,08,Manawatu-Wanganui Region,Female,50–54,13,Canterbury Region,00015
1996,08,Manawatu-Wanganui Region,Female,50–54,14,Otago Region,00006
1996,08,Manawatu-Wanganui Region,Female,50–54,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Female,50–54,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Female,50–54,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Female,50–54,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Female,55–59,,,00159
1996,08,Manawatu-Wanganui Region,Female,55–59,01,Northland Region,00012
1996,08,Manawatu-Wanganui Region,Female,55–59,02,Auckland Region,00045
1996,08,Manawatu-Wanganui Region,Female,55–59,03,Waikato Region,00036
1996,08,Manawatu-Wanganui Region,Female,55–59,04,Bay of Plenty Region,00012
1996,08,Manawatu-Wanganui Region,Female,55–59,05,Gisborne Region,00009
1996,08,Manawatu-Wanganui Region,Female,55–59,06,Hawke's Bay Region,00030
1996,08,Manawatu-Wanganui Region,Female,55–59,07,Taranaki Region,00027
1996,08,Manawatu-Wanganui Region,Female,55–59,08,Manawatu-Wanganui Region,04398
1996,08,Manawatu-Wanganui Region,Female,55–59,09,Wellington Region,00150
1996,08,Manawatu-Wanganui Region,Female,55–59,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Female,55–59,13,Canterbury Region,00015
1996,08,Manawatu-Wanganui Region,Female,55–59,14,Otago Region,00006
1996,08,Manawatu-Wanganui Region,Female,55–59,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Female,55–59,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Female,55–59,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Female,60–64,,,00141
1996,08,Manawatu-Wanganui Region,Female,60–64,01,Northland Region,00009
1996,08,Manawatu-Wanganui Region,Female,60–64,02,Auckland Region,00039
1996,08,Manawatu-Wanganui Region,Female,60–64,03,Waikato Region,00021
1996,08,Manawatu-Wanganui Region,Female,60–64,04,Bay of Plenty Region,00021
1996,08,Manawatu-Wanganui Region,Female,60–64,05,Gisborne Region,00006
1996,08,Manawatu-Wanganui Region,Female,60–64,06,Hawke's Bay Region,00027
1996,08,Manawatu-Wanganui Region,Female,60–64,07,Taranaki Region,00018
1996,08,Manawatu-Wanganui Region,Female,60–64,08,Manawatu-Wanganui Region,03966
1996,08,Manawatu-Wanganui Region,Female,60–64,09,Wellington Region,00120
1996,08,Manawatu-Wanganui Region,Female,60–64,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Female,60–64,13,Canterbury Region,00012
1996,08,Manawatu-Wanganui Region,Female,60–64,14,Otago Region,00009
1996,08,Manawatu-Wanganui Region,Female,60–64,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Female,60–64,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Female,60–64,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Female,60–64,18,Marlborough Region,00006
1996,08,Manawatu-Wanganui Region,Female,65–69,,,00168
1996,08,Manawatu-Wanganui Region,Female,65–69,01,Northland Region,00006
1996,08,Manawatu-Wanganui Region,Female,65–69,02,Auckland Region,00042
1996,08,Manawatu-Wanganui Region,Female,65–69,03,Waikato Region,00021
1996,08,Manawatu-Wanganui Region,Female,65–69,04,Bay of Plenty Region,00012
1996,08,Manawatu-Wanganui Region,Female,65–69,05,Gisborne Region,..C
1996,08,Manawatu-Wanganui Region,Female,65–69,06,Hawke's Bay Region,00030
1996,08,Manawatu-Wanganui Region,Female,65–69,07,Taranaki Region,00021
1996,08,Manawatu-Wanganui Region,Female,65–69,08,Manawatu-Wanganui Region,03957
1996,08,Manawatu-Wanganui Region,Female,65–69,09,Wellington Region,00093
1996,08,Manawatu-Wanganui Region,Female,65–69,13,Canterbury Region,00006
1996,08,Manawatu-Wanganui Region,Female,65–69,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Female,65–69,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Female,65–69,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Female,65–69,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Female,65–69,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Female,70–74,,,00159
1996,08,Manawatu-Wanganui Region,Female,70–74,01,Northland Region,..C
1996,08,Manawatu-Wanganui Region,Female,70–74,02,Auckland Region,00033
1996,08,Manawatu-Wanganui Region,Female,70–74,03,Waikato Region,00021
1996,08,Manawatu-Wanganui Region,Female,70–74,04,Bay of Plenty Region,00018
1996,08,Manawatu-Wanganui Region,Female,70–74,05,Gisborne Region,..C
1996,08,Manawatu-Wanganui Region,Female,70–74,06,Hawke's Bay Region,00021
1996,08,Manawatu-Wanganui Region,Female,70–74,07,Taranaki Region,00012
1996,08,Manawatu-Wanganui Region,Female,70–74,08,Manawatu-Wanganui Region,03675
1996,08,Manawatu-Wanganui Region,Female,70–74,09,Wellington Region,00084
1996,08,Manawatu-Wanganui Region,Female,70–74,13,Canterbury Region,00009
1996,08,Manawatu-Wanganui Region,Female,70–74,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Female,70–74,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Female,70–74,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Female,70–74,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Female,70–74,18,Marlborough Region,00006
1996,08,Manawatu-Wanganui Region,Female,75–79,,,00111
1996,08,Manawatu-Wanganui Region,Female,75–79,01,Northland Region,00006
1996,08,Manawatu-Wanganui Region,Female,75–79,02,Auckland Region,00030
1996,08,Manawatu-Wanganui Region,Female,75–79,03,Waikato Region,00018
1996,08,Manawatu-Wanganui Region,Female,75–79,04,Bay of Plenty Region,00009
1996,08,Manawatu-Wanganui Region,Female,75–79,05,Gisborne Region,..C
1996,08,Manawatu-Wanganui Region,Female,75–79,06,Hawke's Bay Region,00009
1996,08,Manawatu-Wanganui Region,Female,75–79,07,Taranaki Region,00015
1996,08,Manawatu-Wanganui Region,Female,75–79,08,Manawatu-Wanganui Region,02973
1996,08,Manawatu-Wanganui Region,Female,75–79,09,Wellington Region,00051
1996,08,Manawatu-Wanganui Region,Female,75–79,13,Canterbury Region,00009
1996,08,Manawatu-Wanganui Region,Female,75–79,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Female,75–79,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Female,75–79,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Female,80–84,,,00081
1996,08,Manawatu-Wanganui Region,Female,80–84,01,Northland Region,..C
1996,08,Manawatu-Wanganui Region,Female,80–84,02,Auckland Region,00024
1996,08,Manawatu-Wanganui Region,Female,80–84,03,Waikato Region,00012
1996,08,Manawatu-Wanganui Region,Female,80–84,04,Bay of Plenty Region,00009
1996,08,Manawatu-Wanganui Region,Female,80–84,05,Gisborne Region,..C
1996,08,Manawatu-Wanganui Region,Female,80–84,06,Hawke's Bay Region,00015
1996,08,Manawatu-Wanganui Region,Female,80–84,07,Taranaki Region,00015
1996,08,Manawatu-Wanganui Region,Female,80–84,08,Manawatu-Wanganui Region,02136
1996,08,Manawatu-Wanganui Region,Female,80–84,09,Wellington Region,00060
1996,08,Manawatu-Wanganui Region,Female,80–84,13,Canterbury Region,..C
1996,08,Manawatu-Wanganui Region,Female,80–84,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Female,80–84,15,Southland Region,..C
1996,08,Manawatu-Wanganui Region,Female,80–84,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Female,80–84,17,Nelson Region,..C
1996,08,Manawatu-Wanganui Region,Female,80–84,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Female,85–89,,,00063
1996,08,Manawatu-Wanganui Region,Female,85–89,02,Auckland Region,00009
1996,08,Manawatu-Wanganui Region,Female,85–89,03,Waikato Region,00009
1996,08,Manawatu-Wanganui Region,Female,85–89,04,Bay of Plenty Region,..C
1996,08,Manawatu-Wanganui Region,Female,85–89,06,Hawke's Bay Region,00009
1996,08,Manawatu-Wanganui Region,Female,85–89,07,Taranaki Region,00009
1996,08,Manawatu-Wanganui Region,Female,85–89,08,Manawatu-Wanganui Region,01131
1996,08,Manawatu-Wanganui Region,Female,85–89,09,Wellington Region,00027
1996,08,Manawatu-Wanganui Region,Female,85–89,13,Canterbury Region,..C
1996,08,Manawatu-Wanganui Region,Female,85–89,14,Otago Region,..C
1996,08,Manawatu-Wanganui Region,Female,85–89,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Female,90+,,,00030
1996,08,Manawatu-Wanganui Region,Female,90+,01,Northland Region,..C
1996,08,Manawatu-Wanganui Region,Female,90+,02,Auckland Region,..C
1996,08,Manawatu-Wanganui Region,Female,90+,03,Waikato Region,..C
1996,08,Manawatu-Wanganui Region,Female,90+,04,Bay of Plenty Region,..C
1996,08,Manawatu-Wanganui Region,Female,90+,06,Hawke's Bay Region,00006
1996,08,Manawatu-Wanganui Region,Female,90+,07,Taranaki Region,..C
1996,08,Manawatu-Wanganui Region,Female,90+,08,Manawatu-Wanganui Region,00582
1996,08,Manawatu-Wanganui Region,Female,90+,09,Wellington Region,00030
1996,08,Manawatu-Wanganui Region,Female,90+,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Female,90+,13,Canterbury Region,..C
1996,08,Manawatu-Wanganui Region,Female,90+,18,Marlborough Region,..C
1996,08,Manawatu-Wanganui Region,Male,05-09,,,00615
1996,08,Manawatu-Wanganui Region,Male,05-09,01,Northland Region,00039
1996,08,Manawatu-Wanganui Region,Male,05-09,02,Auckland Region,00213
1996,08,Manawatu-Wanganui Region,Male,05-09,03,Waikato Region,00168
1996,08,Manawatu-Wanganui Region,Male,05-09,04,Bay of Plenty Region,00096
1996,08,Manawatu-Wanganui Region,Male,05-09,05,Gisborne Region,00027
1996,08,Manawatu-Wanganui Region,Male,05-09,06,Hawke's Bay Region,00135
1996,08,Manawatu-Wanganui Region,Male,05-09,07,Taranaki Region,00099
1996,08,Manawatu-Wanganui Region,Male,05-09,08,Manawatu-Wanganui Region,07365
1996,08,Manawatu-Wanganui Region,Male,05-09,09,Wellington Region,00411
1996,08,Manawatu-Wanganui Region,Male,05-09,12,West Coast Region,00009
1996,08,Manawatu-Wanganui Region,Male,05-09,13,Canterbury Region,00084
1996,08,Manawatu-Wanganui Region,Male,05-09,14,Otago Region,00033
1996,08,Manawatu-Wanganui Region,Male,05-09,15,Southland Region,00021
1996,08,Manawatu-Wanganui Region,Male,05-09,16,Tasman Region,00009
1996,08,Manawatu-Wanganui Region,Male,05-09,17,Nelson Region,00009
1996,08,Manawatu-Wanganui Region,Male,05-09,18,Marlborough Region,00021
1996,08,Manawatu-Wanganui Region,Male,10-14,,,00417
1996,08,Manawatu-Wanganui Region,Male,10-14,01,Northland Region,00048
1996,08,Manawatu-Wanganui Region,Male,10-14,02,Auckland Region,00132
1996,08,Manawatu-Wanganui Region,Male,10-14,03,Waikato Region,00135
1996,08,Manawatu-Wanganui Region,Male,10-14,04,Bay of Plenty Region,00066
1996,08,Manawatu-Wanganui Region,Male,10-14,05,Gisborne Region,00018
1996,08,Manawatu-Wanganui Region,Male,10-14,06,Hawke's Bay Region,00108
1996,08,Manawatu-Wanganui Region,Male,10-14,07,Taranaki Region,00099
1996,08,Manawatu-Wanganui Region,Male,10-14,08,Manawatu-Wanganui Region,07155
1996,08,Manawatu-Wanganui Region,Male,10-14,09,Wellington Region,00303
1996,08,Manawatu-Wanganui Region,Male,10-14,12,West Coast Region,00009
1996,08,Manawatu-Wanganui Region,Male,10-14,13,Canterbury Region,00087
1996,08,Manawatu-Wanganui Region,Male,10-14,14,Otago Region,00018
1996,08,Manawatu-Wanganui Region,Male,10-14,15,Southland Region,00021
1996,08,Manawatu-Wanganui Region,Male,10-14,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Male,10-14,17,Nelson Region,00006
1996,08,Manawatu-Wanganui Region,Male,10-14,18,Marlborough Region,00012
1996,08,Manawatu-Wanganui Region,Male,15-19,,,00438
1996,08,Manawatu-Wanganui Region,Male,15-19,01,Northland Region,00069
1996,08,Manawatu-Wanganui Region,Male,15-19,02,Auckland Region,00210
1996,08,Manawatu-Wanganui Region,Male,15-19,03,Waikato Region,00216
1996,08,Manawatu-Wanganui Region,Male,15-19,04,Bay of Plenty Region,00129
1996,08,Manawatu-Wanganui Region,Male,15-19,05,Gisborne Region,00030
1996,08,Manawatu-Wanganui Region,Male,15-19,06,Hawke's Bay Region,00279
1996,08,Manawatu-Wanganui Region,Male,15-19,07,Taranaki Region,00216
1996,08,Manawatu-Wanganui Region,Male,15-19,08,Manawatu-Wanganui Region,06417
1996,08,Manawatu-Wanganui Region,Male,15-19,09,Wellington Region,00429
1996,08,Manawatu-Wanganui Region,Male,15-19,12,West Coast Region,00009
1996,08,Manawatu-Wanganui Region,Male,15-19,13,Canterbury Region,00081
1996,08,Manawatu-Wanganui Region,Male,15-19,14,Otago Region,00033
1996,08,Manawatu-Wanganui Region,Male,15-19,15,Southland Region,00039
1996,08,Manawatu-Wanganui Region,Male,15-19,16,Tasman Region,00015
1996,08,Manawatu-Wanganui Region,Male,15-19,17,Nelson Region,00015
1996,08,Manawatu-Wanganui Region,Male,15-19,18,Marlborough Region,00009
1996,08,Manawatu-Wanganui Region,Male,20–24,,,00738
1996,08,Manawatu-Wanganui Region,Male,20–24,01,Northland Region,00114
1996,08,Manawatu-Wanganui Region,Male,20–24,02,Auckland Region,00351
1996,08,Manawatu-Wanganui Region,Male,20–24,03,Waikato Region,00285
1996,08,Manawatu-Wanganui Region,Male,20–24,04,Bay of Plenty Region,00171
1996,08,Manawatu-Wanganui Region,Male,20–24,05,Gisborne Region,00084
1996,08,Manawatu-Wanganui Region,Male,20–24,06,Hawke's Bay Region,00360
1996,08,Manawatu-Wanganui Region,Male,20–24,07,Taranaki Region,00261
1996,08,Manawatu-Wanganui Region,Male,20–24,08,Manawatu-Wanganui Region,05616
1996,08,Manawatu-Wanganui Region,Male,20–24,09,Wellington Region,00573
1996,08,Manawatu-Wanganui Region,Male,20–24,12,West Coast Region,00012
1996,08,Manawatu-Wanganui Region,Male,20–24,13,Canterbury Region,00183
1996,08,Manawatu-Wanganui Region,Male,20–24,14,Otago Region,00087
1996,08,Manawatu-Wanganui Region,Male,20–24,15,Southland Region,00033
1996,08,Manawatu-Wanganui Region,Male,20–24,16,Tasman Region,00018
1996,08,Manawatu-Wanganui Region,Male,20–24,17,Nelson Region,00021
1996,08,Manawatu-Wanganui Region,Male,20–24,18,Marlborough Region,00054
1996,08,Manawatu-Wanganui Region,Male,25–29,,,00723
1996,08,Manawatu-Wanganui Region,Male,25–29,01,Northland Region,00033
1996,08,Manawatu-Wanganui Region,Male,25–29,02,Auckland Region,00288
1996,08,Manawatu-Wanganui Region,Male,25–29,03,Waikato Region,00144
1996,08,Manawatu-Wanganui Region,Male,25–29,04,Bay of Plenty Region,00060
1996,08,Manawatu-Wanganui Region,Male,25–29,05,Gisborne Region,00030
1996,08,Manawatu-Wanganui Region,Male,25–29,06,Hawke's Bay Region,00135
1996,08,Manawatu-Wanganui Region,Male,25–29,07,Taranaki Region,00105
1996,08,Manawatu-Wanganui Region,Male,25–29,08,Manawatu-Wanganui Region,04998
1996,08,Manawatu-Wanganui Region,Male,25–29,09,Wellington Region,00420
1996,08,Manawatu-Wanganui Region,Male,25–29,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Male,25–29,13,Canterbury Region,00198
1996,08,Manawatu-Wanganui Region,Male,25–29,14,Otago Region,00054
1996,08,Manawatu-Wanganui Region,Male,25–29,15,Southland Region,00018
1996,08,Manawatu-Wanganui Region,Male,25–29,16,Tasman Region,00009
1996,08,Manawatu-Wanganui Region,Male,25–29,17,Nelson Region,00009
1996,08,Manawatu-Wanganui Region,Male,25–29,18,Marlborough Region,00033
1996,08,Manawatu-Wanganui Region,Male,30–34,,,00645
1996,08,Manawatu-Wanganui Region,Male,30–34,01,Northland Region,00027
1996,08,Manawatu-Wanganui Region,Male,30–34,02,Auckland Region,00285
1996,08,Manawatu-Wanganui Region,Male,30–34,03,Waikato Region,00153
1996,08,Manawatu-Wanganui Region,Male,30–34,04,Bay of Plenty Region,00075
1996,08,Manawatu-Wanganui Region,Male,30–34,05,Gisborne Region,00030
1996,08,Manawatu-Wanganui Region,Male,30–34,06,Hawke's Bay Region,00108
1996,08,Manawatu-Wanganui Region,Male,30–34,07,Taranaki Region,00090
1996,08,Manawatu-Wanganui Region,Male,30–34,08,Manawatu-Wanganui Region,05793
1996,08,Manawatu-Wanganui Region,Male,30–34,09,Wellington Region,00336
1996,08,Manawatu-Wanganui Region,Male,30–34,12,West Coast Region,00006
1996,08,Manawatu-Wanganui Region,Male,30–34,13,Canterbury Region,00150
1996,08,Manawatu-Wanganui Region,Male,30–34,14,Otago Region,00042
1996,08,Manawatu-Wanganui Region,Male,30–34,15,Southland Region,00018
1996,08,Manawatu-Wanganui Region,Male,30–34,16,Tasman Region,00009
1996,08,Manawatu-Wanganui Region,Male,30–34,17,Nelson Region,00009
1996,08,Manawatu-Wanganui Region,Male,30–34,18,Marlborough Region,00015
1996,08,Manawatu-Wanganui Region,Male,30–34,99,Area Outside Region,..C
1996,08,Manawatu-Wanganui Region,Male,35–39,,,00516
1996,08,Manawatu-Wanganui Region,Male,35–39,01,Northland Region,00030
1996,08,Manawatu-Wanganui Region,Male,35–39,02,Auckland Region,00216
1996,08,Manawatu-Wanganui Region,Male,35–39,03,Waikato Region,00117
1996,08,Manawatu-Wanganui Region,Male,35–39,04,Bay of Plenty Region,00051
1996,08,Manawatu-Wanganui Region,Male,35–39,05,Gisborne Region,00021
1996,08,Manawatu-Wanganui Region,Male,35–39,06,Hawke's Bay Region,00093
1996,08,Manawatu-Wanganui Region,Male,35–39,07,Taranaki Region,00090
1996,08,Manawatu-Wanganui Region,Male,35–39,08,Manawatu-Wanganui Region,06411
1996,08,Manawatu-Wanganui Region,Male,35–39,09,Wellington Region,00294
1996,08,Manawatu-Wanganui Region,Male,35–39,12,West Coast Region,00006
1996,08,Manawatu-Wanganui Region,Male,35–39,13,Canterbury Region,00093
1996,08,Manawatu-Wanganui Region,Male,35–39,14,Otago Region,00033
1996,08,Manawatu-Wanganui Region,Male,35–39,15,Southland Region,00015
1996,08,Manawatu-Wanganui Region,Male,35–39,16,Tasman Region,00009
1996,08,Manawatu-Wanganui Region,Male,35–39,17,Nelson Region,00009
1996,08,Manawatu-Wanganui Region,Male,35–39,18,Marlborough Region,00021
1996,08,Manawatu-Wanganui Region,Male,35–39,99,Area Outside Region,..C
1996,08,Manawatu-Wanganui Region,Male,40–44,,,00354
1996,08,Manawatu-Wanganui Region,Male,40–44,01,Northland Region,00021
1996,08,Manawatu-Wanganui Region,Male,40–44,02,Auckland Region,00129
1996,08,Manawatu-Wanganui Region,Male,40–44,03,Waikato Region,00090
1996,08,Manawatu-Wanganui Region,Male,40–44,04,Bay of Plenty Region,00057
1996,08,Manawatu-Wanganui Region,Male,40–44,05,Gisborne Region,00009
1996,08,Manawatu-Wanganui Region,Male,40–44,06,Hawke's Bay Region,00057
1996,08,Manawatu-Wanganui Region,Male,40–44,07,Taranaki Region,00051
1996,08,Manawatu-Wanganui Region,Male,40–44,08,Manawatu-Wanganui Region,06054
1996,08,Manawatu-Wanganui Region,Male,40–44,09,Wellington Region,00243
1996,08,Manawatu-Wanganui Region,Male,40–44,12,West Coast Region,..C
1996,08,Manawatu-Wanganui Region,Male,40–44,13,Canterbury Region,00039
1996,08,Manawatu-Wanganui Region,Male,40–44,14,Otago Region,00024
1996,08,Manawatu-Wanganui Region,Male,40–44,15,Southland Region,00018
1996,08,Manawatu-Wanganui Region,Male,40–44,16,Tasman Region,..C
1996,08,Manawatu-Wanganui Region,Male,40–44,17,Nelson Region,00006
