census_year,rc13,rc13desc,sex,age_grp,ur5_rc13,ur5_rc13desc,count
1996,01,Northland Region,Male,55–59,14,Otago Region,..C
1996,01,Northland Region,Male,55–59,15,Southland Region,00006
1996,01,Northland Region,Male,55–59,16,Tasman Region,..C
1996,01,Northland Region,Male,55–59,17,Nelson Region,..C
1996,01,Northland Region,Male,60–64,,,00213
1996,01,Northland Region,Male,60–64,01,Northland Region,02310
1996,01,Northland Region,Male,60–64,02,Auckland Region,00276
1996,01,Northland Region,Male,60–64,03,Waikato Region,00048
1996,01,Northland Region,Male,60–64,04,Bay of Plenty Region,00015
1996,01,Northland Region,Male,60–64,05,Gisborne Region,..C
1996,01,Northland Region,Male,60–64,06,Hawke's Bay Region,00009
1996,01,Northland Region,Male,60–64,07,Taranaki Region,00006
1996,01,Northland Region,Male,60–64,08,Manawatu-Wanganui Region,00018
1996,01,Northland Region,Male,60–64,09,Wellington Region,00024
1996,01,Northland Region,Male,60–64,12,West Coast Region,..C
1996,01,Northland Region,Male,60–64,13,Canterbury Region,00012
1996,01,Northland Region,Male,60–64,14,Otago Region,..C
1996,01,Northland Region,Male,60–64,15,Southland Region,..C
1996,01,Northland Region,Male,60–64,17,Nelson Region,..C
1996,01,Northland Region,Male,60–64,18,Marlborough Region,..C
1996,01,Northland Region,Male,65–69,,,00186
1996,01,Northland Region,Male,65–69,01,Northland Region,02406
1996,01,Northland Region,Male,65–69,02,Auckland Region,00216
1996,01,Northland Region,Male,65–69,03,Waikato Region,00030
1996,01,Northland Region,Male,65–69,04,Bay of Plenty Region,00018
1996,01,Northland Region,Male,65–69,05,Gisborne Region,..C
1996,01,Northland Region,Male,65–69,06,Hawke's Bay Region,00006
1996,01,Northland Region,Male,65–69,07,Taranaki Region,00006
1996,01,Northland Region,Male,65–69,08,Manawatu-Wanganui Region,00012
1996,01,Northland Region,Male,65–69,09,Wellington Region,00021
1996,01,Northland Region,Male,65–69,12,West Coast Region,..C
1996,01,Northland Region,Male,65–69,13,Canterbury Region,00009
1996,01,Northland Region,Male,65–69,14,Otago Region,..C
1996,01,Northland Region,Male,65–69,15,Southland Region,..C
1996,01,Northland Region,Male,65–69,17,Nelson Region,..C
1996,01,Northland Region,Male,65–69,18,Marlborough Region,..C
1996,01,Northland Region,Male,70–74,,,00135
1996,01,Northland Region,Male,70–74,01,Northland Region,01914
1996,01,Northland Region,Male,70–74,02,Auckland Region,00114
1996,01,Northland Region,Male,70–74,03,Waikato Region,00021
1996,01,Northland Region,Male,70–74,04,Bay of Plenty Region,00018
1996,01,Northland Region,Male,70–74,05,Gisborne Region,..C
1996,01,Northland Region,Male,70–74,06,Hawke's Bay Region,..C
1996,01,Northland Region,Male,70–74,07,Taranaki Region,..C
1996,01,Northland Region,Male,70–74,08,Manawatu-Wanganui Region,..C
1996,01,Northland Region,Male,70–74,09,Wellington Region,..C
1996,01,Northland Region,Male,70–74,13,Canterbury Region,..C
1996,01,Northland Region,Male,70–74,14,Otago Region,..C
1996,01,Northland Region,Male,70–74,15,Southland Region,..C
1996,01,Northland Region,Male,75–79,,,00093
1996,01,Northland Region,Male,75–79,01,Northland Region,01134
1996,01,Northland Region,Male,75–79,02,Auckland Region,00057
1996,01,Northland Region,Male,75–79,03,Waikato Region,00009
1996,01,Northland Region,Male,75–79,04,Bay of Plenty Region,00006
1996,01,Northland Region,Male,75–79,06,Hawke's Bay Region,..C
1996,01,Northland Region,Male,75–79,07,Taranaki Region,..C
1996,01,Northland Region,Male,75–79,08,Manawatu-Wanganui Region,..C
1996,01,Northland Region,Male,75–79,09,Wellington Region,..C
1996,01,Northland Region,Male,75–79,13,Canterbury Region,..C
1996,01,Northland Region,Male,75–79,15,Southland Region,..C
1996,01,Northland Region,Male,80–84,,,00063
1996,01,Northland Region,Male,80–84,01,Northland Region,00666
1996,01,Northland Region,Male,80–84,02,Auckland Region,00033
1996,01,Northland Region,Male,80–84,03,Waikato Region,00009
1996,01,Northland Region,Male,80–84,04,Bay of Plenty Region,..C
1996,01,Northland Region,Male,80–84,06,Hawke's Bay Region,..C
1996,01,Northland Region,Male,80–84,07,Taranaki Region,..C
1996,01,Northland Region,Male,80–84,08,Manawatu-Wanganui Region,00009
1996,01,Northland Region,Male,80–84,09,Wellington Region,..C
1996,01,Northland Region,Male,80–84,13,Canterbury Region,..C
1996,01,Northland Region,Male,80–84,15,Southland Region,..C
1996,01,Northland Region,Male,80–84,16,Tasman Region,..C
1996,01,Northland Region,Male,80–84,18,Marlborough Region,..C
1996,01,Northland Region,Male,85–89,,,00030
1996,01,Northland Region,Male,85–89,01,Northland Region,00279
1996,01,Northland Region,Male,85–89,02,Auckland Region,00015
1996,01,Northland Region,Male,85–89,03,Waikato Region,..C
1996,01,Northland Region,Male,85–89,04,Bay of Plenty Region,..C
1996,01,Northland Region,Male,85–89,08,Manawatu-Wanganui Region,..C
1996,01,Northland Region,Male,85–89,09,Wellington Region,..C
1996,01,Northland Region,Male,90+,,,00009
1996,01,Northland Region,Male,90+,01,Northland Region,00087
1996,01,Northland Region,Male,90+,02,Auckland Region,..C
1996,01,Northland Region,Male,90+,04,Bay of Plenty Region,..C
1996,01,Northland Region,Male,90+,06,Hawke's Bay Region,..C
1996,01,Northland Region,Male,90+,07,Taranaki Region,..C
1996,02,Auckland Region,Female,05-09,,,03165
1996,02,Auckland Region,Female,05-09,01,Northland Region,00408
1996,02,Auckland Region,Female,05-09,02,Auckland Region,30855
1996,02,Auckland Region,Female,05-09,03,Waikato Region,00561
1996,02,Auckland Region,Female,05-09,04,Bay of Plenty Region,00291
1996,02,Auckland Region,Female,05-09,05,Gisborne Region,00054
1996,02,Auckland Region,Female,05-09,06,Hawke's Bay Region,00114
1996,02,Auckland Region,Female,05-09,07,Taranaki Region,00117
1996,02,Auckland Region,Female,05-09,08,Manawatu-Wanganui Region,00249
1996,02,Auckland Region,Female,05-09,09,Wellington Region,00435
1996,02,Auckland Region,Female,05-09,12,West Coast Region,00006
1996,02,Auckland Region,Female,05-09,13,Canterbury Region,00240
1996,02,Auckland Region,Female,05-09,14,Otago Region,00078
1996,02,Auckland Region,Female,05-09,15,Southland Region,00042
1996,02,Auckland Region,Female,05-09,16,Tasman Region,00012
1996,02,Auckland Region,Female,05-09,17,Nelson Region,00030
1996,02,Auckland Region,Female,05-09,18,Marlborough Region,00018
1996,02,Auckland Region,Female,05-09,99,Area Outside Region,..C
1996,02,Auckland Region,Female,10-14,,,02142
1996,02,Auckland Region,Female,10-14,01,Northland Region,00327
1996,02,Auckland Region,Female,10-14,02,Auckland Region,27795
1996,02,Auckland Region,Female,10-14,03,Waikato Region,00477
1996,02,Auckland Region,Female,10-14,04,Bay of Plenty Region,00234
1996,02,Auckland Region,Female,10-14,05,Gisborne Region,00048
1996,02,Auckland Region,Female,10-14,06,Hawke's Bay Region,00099
1996,02,Auckland Region,Female,10-14,07,Taranaki Region,00066
1996,02,Auckland Region,Female,10-14,08,Manawatu-Wanganui Region,00177
1996,02,Auckland Region,Female,10-14,09,Wellington Region,00333
1996,02,Auckland Region,Female,10-14,12,West Coast Region,00006
1996,02,Auckland Region,Female,10-14,13,Canterbury Region,00156
1996,02,Auckland Region,Female,10-14,14,Otago Region,00054
1996,02,Auckland Region,Female,10-14,15,Southland Region,00024
1996,02,Auckland Region,Female,10-14,16,Tasman Region,00018
1996,02,Auckland Region,Female,10-14,17,Nelson Region,00015
1996,02,Auckland Region,Female,10-14,18,Marlborough Region,00015
1996,02,Auckland Region,Female,10-14,99,Area Outside Region,..C
1996,02,Auckland Region,Female,15-19,,,02202
1996,02,Auckland Region,Female,15-19,01,Northland Region,00756
1996,02,Auckland Region,Female,15-19,02,Auckland Region,27762
1996,02,Auckland Region,Female,15-19,03,Waikato Region,00777
1996,02,Auckland Region,Female,15-19,04,Bay of Plenty Region,00534
1996,02,Auckland Region,Female,15-19,05,Gisborne Region,00099
1996,02,Auckland Region,Female,15-19,06,Hawke's Bay Region,00195
1996,02,Auckland Region,Female,15-19,07,Taranaki Region,00132
1996,02,Auckland Region,Female,15-19,08,Manawatu-Wanganui Region,00231
1996,02,Auckland Region,Female,15-19,09,Wellington Region,00327
1996,02,Auckland Region,Female,15-19,12,West Coast Region,00012
1996,02,Auckland Region,Female,15-19,13,Canterbury Region,00180
1996,02,Auckland Region,Female,15-19,14,Otago Region,00072
1996,02,Auckland Region,Female,15-19,15,Southland Region,00045
1996,02,Auckland Region,Female,15-19,16,Tasman Region,00021
1996,02,Auckland Region,Female,15-19,17,Nelson Region,00027
1996,02,Auckland Region,Female,15-19,18,Marlborough Region,00021
1996,02,Auckland Region,Female,20–24,,,02940
1996,02,Auckland Region,Female,20–24,01,Northland Region,00978
1996,02,Auckland Region,Female,20–24,02,Auckland Region,28488
1996,02,Auckland Region,Female,20–24,03,Waikato Region,01515
1996,02,Auckland Region,Female,20–24,04,Bay of Plenty Region,00732
1996,02,Auckland Region,Female,20–24,05,Gisborne Region,00114
1996,02,Auckland Region,Female,20–24,06,Hawke's Bay Region,00333
1996,02,Auckland Region,Female,20–24,07,Taranaki Region,00234
1996,02,Auckland Region,Female,20–24,08,Manawatu-Wanganui Region,00546
1996,02,Auckland Region,Female,20–24,09,Wellington Region,00627
1996,02,Auckland Region,Female,20–24,12,West Coast Region,00021
1996,02,Auckland Region,Female,20–24,13,Canterbury Region,00582
1996,02,Auckland Region,Female,20–24,14,Otago Region,00498
1996,02,Auckland Region,Female,20–24,15,Southland Region,00072
1996,02,Auckland Region,Female,20–24,16,Tasman Region,00030
1996,02,Auckland Region,Female,20–24,17,Nelson Region,00063
1996,02,Auckland Region,Female,20–24,18,Marlborough Region,00051
1996,02,Auckland Region,Female,20–24,99,Area Outside Region,..C
1996,02,Auckland Region,Female,25–29,,,03144
1996,02,Auckland Region,Female,25–29,01,Northland Region,00432
1996,02,Auckland Region,Female,25–29,02,Auckland Region,29706
1996,02,Auckland Region,Female,25–29,03,Waikato Region,01059
1996,02,Auckland Region,Female,25–29,04,Bay of Plenty Region,00462
1996,02,Auckland Region,Female,25–29,05,Gisborne Region,00081
1996,02,Auckland Region,Female,25–29,06,Hawke's Bay Region,00195
1996,02,Auckland Region,Female,25–29,07,Taranaki Region,00156
1996,02,Auckland Region,Female,25–29,08,Manawatu-Wanganui Region,00516
1996,02,Auckland Region,Female,25–29,09,Wellington Region,00867
1996,02,Auckland Region,Female,25–29,12,West Coast Region,00009
1996,02,Auckland Region,Female,25–29,13,Canterbury Region,00600
1996,02,Auckland Region,Female,25–29,14,Otago Region,00450
1996,02,Auckland Region,Female,25–29,15,Southland Region,00054
1996,02,Auckland Region,Female,25–29,16,Tasman Region,00018
1996,02,Auckland Region,Female,25–29,17,Nelson Region,00042
1996,02,Auckland Region,Female,25–29,18,Marlborough Region,00033
1996,02,Auckland Region,Female,30–34,,,02865
1996,02,Auckland Region,Female,30–34,01,Northland Region,00393
1996,02,Auckland Region,Female,30–34,02,Auckland Region,33135
1996,02,Auckland Region,Female,30–34,03,Waikato Region,00678
1996,02,Auckland Region,Female,30–34,04,Bay of Plenty Region,00330
1996,02,Auckland Region,Female,30–34,05,Gisborne Region,00060
1996,02,Auckland Region,Female,30–34,06,Hawke's Bay Region,00147
1996,02,Auckland Region,Female,30–34,07,Taranaki Region,00099
1996,02,Auckland Region,Female,30–34,08,Manawatu-Wanganui Region,00330
1996,02,Auckland Region,Female,30–34,09,Wellington Region,00768
1996,02,Auckland Region,Female,30–34,12,West Coast Region,00009
1996,02,Auckland Region,Female,30–34,13,Canterbury Region,00387
1996,02,Auckland Region,Female,30–34,14,Otago Region,00135
1996,02,Auckland Region,Female,30–34,15,Southland Region,00048
1996,02,Auckland Region,Female,30–34,16,Tasman Region,00018
1996,02,Auckland Region,Female,30–34,17,Nelson Region,00039
1996,02,Auckland Region,Female,30–34,18,Marlborough Region,00018
1996,02,Auckland Region,Female,30–34,99,Area Outside Region,..C
1996,02,Auckland Region,Female,35–39,,,02496
1996,02,Auckland Region,Female,35–39,01,Northland Region,00327
1996,02,Auckland Region,Female,35–39,02,Auckland Region,32964
1996,02,Auckland Region,Female,35–39,03,Waikato Region,00546
1996,02,Auckland Region,Female,35–39,04,Bay of Plenty Region,00300
1996,02,Auckland Region,Female,35–39,05,Gisborne Region,00039
1996,02,Auckland Region,Female,35–39,06,Hawke's Bay Region,00117
1996,02,Auckland Region,Female,35–39,07,Taranaki Region,00090
1996,02,Auckland Region,Female,35–39,08,Manawatu-Wanganui Region,00228
1996,02,Auckland Region,Female,35–39,09,Wellington Region,00585
1996,02,Auckland Region,Female,35–39,12,West Coast Region,00006
1996,02,Auckland Region,Female,35–39,13,Canterbury Region,00258
1996,02,Auckland Region,Female,35–39,14,Otago Region,00099
1996,02,Auckland Region,Female,35–39,15,Southland Region,00042
1996,02,Auckland Region,Female,35–39,16,Tasman Region,00015
1996,02,Auckland Region,Female,35–39,17,Nelson Region,00018
1996,02,Auckland Region,Female,35–39,18,Marlborough Region,00021
1996,02,Auckland Region,Female,35–39,99,Area Outside Region,..C
1996,02,Auckland Region,Female,40–44,,,01971
1996,02,Auckland Region,Female,40–44,01,Northland Region,00288
1996,02,Auckland Region,Female,40–44,02,Auckland Region,31104
1996,02,Auckland Region,Female,40–44,03,Waikato Region,00396
1996,02,Auckland Region,Female,40–44,04,Bay of Plenty Region,00195
1996,02,Auckland Region,Female,40–44,05,Gisborne Region,00045
1996,02,Auckland Region,Female,40–44,06,Hawke's Bay Region,00072
1996,02,Auckland Region,Female,40–44,07,Taranaki Region,00078
1996,02,Auckland Region,Female,40–44,08,Manawatu-Wanganui Region,00150
1996,02,Auckland Region,Female,40–44,09,Wellington Region,00366
1996,02,Auckland Region,Female,40–44,12,West Coast Region,00006
1996,02,Auckland Region,Female,40–44,13,Canterbury Region,00171
1996,02,Auckland Region,Female,40–44,14,Otago Region,00048
1996,02,Auckland Region,Female,40–44,15,Southland Region,00018
1996,02,Auckland Region,Female,40–44,16,Tasman Region,00018
1996,02,Auckland Region,Female,40–44,17,Nelson Region,00027
1996,02,Auckland Region,Female,40–44,18,Marlborough Region,00015
1996,02,Auckland Region,Female,40–44,99,Area Outside Region,..C
1996,02,Auckland Region,Female,45–49,,,01785
1996,02,Auckland Region,Female,45–49,01,Northland Region,00228
1996,02,Auckland Region,Female,45–49,02,Auckland Region,30405
1996,02,Auckland Region,Female,45–49,03,Waikato Region,00318
1996,02,Auckland Region,Female,45–49,04,Bay of Plenty Region,00165
1996,02,Auckland Region,Female,45–49,05,Gisborne Region,00030
1996,02,Auckland Region,Female,45–49,06,Hawke's Bay Region,00072
1996,02,Auckland Region,Female,45–49,07,Taranaki Region,00063
1996,02,Auckland Region,Female,45–49,08,Manawatu-Wanganui Region,00141
1996,02,Auckland Region,Female,45–49,09,Wellington Region,00282
1996,02,Auckland Region,Female,45–49,12,West Coast Region,00009
1996,02,Auckland Region,Female,45–49,13,Canterbury Region,00135
1996,02,Auckland Region,Female,45–49,14,Otago Region,00045
1996,02,Auckland Region,Female,45–49,15,Southland Region,00021
1996,02,Auckland Region,Female,45–49,16,Tasman Region,..C
1996,02,Auckland Region,Female,45–49,17,Nelson Region,00018
1996,02,Auckland Region,Female,45–49,18,Marlborough Region,00009
1996,02,Auckland Region,Female,50–54,,,01395
1996,02,Auckland Region,Female,50–54,01,Northland Region,00153
