rc13,rc13desc,year,age_grp_mother,sex,count
08,Manawatu-Wanganui Region,2013,45–49,Female,3
08,Manawatu-Wanganui Region,2013,45–49,Male,3
08,Manawatu-Wanganui Region,2014,15–19,Female,105
08,Manawatu-Wanganui Region,2014,15–19,Male,114
08,Manawatu-Wanganui Region,2014,20–24,Female,357
08,Manawatu-Wanganui Region,2014,20–24,Male,345
08,Manawatu-Wanganui Region,2014,25–29,Female,375
08,Manawatu-Wanganui Region,2014,25–29,Male,405
08,Manawatu-Wanganui Region,2014,30–34,Female,375
08,Manawatu-Wanganui Region,2014,30–34,Male,348
08,Manawatu-Wanganui Region,2014,35–39,Female,189
08,Manawatu-Wanganui Region,2014,35–39,Male,228
08,Manawatu-Wanganui Region,2014,40–44,Female,45
08,Manawatu-Wanganui Region,2014,40–44,Male,63
08,Manawatu-Wanganui Region,2014,45–49,Female,6
08,Manawatu-Wanganui Region,2014,45–49,Male,6
08,Manawatu-Wanganui Region,2015,15–19,Female,93
08,Manawatu-Wanganui Region,2015,15–19,Male,105
08,Manawatu-Wanganui Region,2015,20–24,Female,297
08,Manawatu-Wanganui Region,2015,20–24,Male,378
08,Manawatu-Wanganui Region,2015,25–29,Female,444
08,Manawatu-Wanganui Region,2015,25–29,Male,432
08,Manawatu-Wanganui Region,2015,30–34,Female,354
08,Manawatu-Wanganui Region,2015,30–34,Male,417
08,Manawatu-Wanganui Region,2015,35–39,Female,192
08,Manawatu-Wanganui Region,2015,35–39,Male,171
08,Manawatu-Wanganui Region,2015,40–44,Female,36
08,Manawatu-Wanganui Region,2015,40–44,Male,39
08,Manawatu-Wanganui Region,2015,45–49,Female,3
08,Manawatu-Wanganui Region,2015,45–49,Male,6
08,Manawatu-Wanganui Region,2016,15–19,Female,78
08,Manawatu-Wanganui Region,2016,15–19,Male,90
08,Manawatu-Wanganui Region,2016,20–24,Female,300
08,Manawatu-Wanganui Region,2016,20–24,Male,342
08,Manawatu-Wanganui Region,2016,25–29,Female,444
08,Manawatu-Wanganui Region,2016,25–29,Male,462
08,Manawatu-Wanganui Region,2016,30–34,Female,357
08,Manawatu-Wanganui Region,2016,30–34,Male,414
08,Manawatu-Wanganui Region,2016,35–39,Female,201
08,Manawatu-Wanganui Region,2016,35–39,Male,183
08,Manawatu-Wanganui Region,2016,40–44,Female,33
08,Manawatu-Wanganui Region,2016,40–44,Male,51
08,Manawatu-Wanganui Region,2016,45–49,Female,3
08,Manawatu-Wanganui Region,2016,45–49,Male,0
09,Wellington Region,1997,15–19,Female,189
09,Wellington Region,1997,15–19,Male,222
09,Wellington Region,1997,20–24,Female,531
09,Wellington Region,1997,20–24,Male,534
09,Wellington Region,1997,25–29,Female,900
09,Wellington Region,1997,25–29,Male,945
09,Wellington Region,1997,30–34,Female,981
09,Wellington Region,1997,30–34,Male,1038
09,Wellington Region,1997,35–39,Female,468
09,Wellington Region,1997,35–39,Male,480
09,Wellington Region,1997,40–44,Female,69
09,Wellington Region,1997,40–44,Male,66
09,Wellington Region,1997,45–49,Female,3
09,Wellington Region,1997,45–49,Male,3
09,Wellington Region,1998,15–19,Female,183
09,Wellington Region,1998,15–19,Male,192
09,Wellington Region,1998,20–24,Female,525
09,Wellington Region,1998,20–24,Male,510
09,Wellington Region,1998,25–29,Female,867
09,Wellington Region,1998,25–29,Male,945
09,Wellington Region,1998,30–34,Female,969
09,Wellington Region,1998,30–34,Male,1005
09,Wellington Region,1998,35–39,Female,468
09,Wellington Region,1998,35–39,Male,546
09,Wellington Region,1998,40–44,Female,75
09,Wellington Region,1998,40–44,Male,72
09,Wellington Region,1998,45–49,Female,3
09,Wellington Region,1998,45–49,Male,3
09,Wellington Region,1999,15–19,Female,183
09,Wellington Region,1999,15–19,Male,207
09,Wellington Region,1999,20–24,Female,477
09,Wellington Region,1999,20–24,Male,519
09,Wellington Region,1999,25–29,Female,888
09,Wellington Region,1999,25–29,Male,954
09,Wellington Region,1999,30–34,Female,996
09,Wellington Region,1999,30–34,Male,1095
09,Wellington Region,1999,35–39,Female,525
09,Wellington Region,1999,35–39,Male,537
09,Wellington Region,1999,40–44,Female,93
09,Wellington Region,1999,40–44,Male,72
09,Wellington Region,1999,45–49,Female,3
09,Wellington Region,1999,45–49,Male,3
09,Wellington Region,2000,15–19,Female,183
09,Wellington Region,2000,15–19,Male,192
09,Wellington Region,2000,20–24,Female,510
09,Wellington Region,2000,20–24,Male,513
09,Wellington Region,2000,25–29,Female,885
09,Wellington Region,2000,25–29,Male,891
09,Wellington Region,2000,30–34,Female,1044
09,Wellington Region,2000,30–34,Male,1101
09,Wellington Region,2000,35–39,Female,573
09,Wellington Region,2000,35–39,Male,585
09,Wellington Region,2000,40–44,Female,93
09,Wellington Region,2000,40–44,Male,81
09,Wellington Region,2000,45–49,Female,3
09,Wellington Region,2000,45–49,Male,6
09,Wellington Region,2001,15–19,Female,186
09,Wellington Region,2001,15–19,Male,186
09,Wellington Region,2001,20–24,Female,507
09,Wellington Region,2001,20–24,Male,513
09,Wellington Region,2001,25–29,Female,840
09,Wellington Region,2001,25–29,Male,822
09,Wellington Region,2001,30–34,Female,1041
09,Wellington Region,2001,30–34,Male,1098
09,Wellington Region,2001,35–39,Female,546
09,Wellington Region,2001,35–39,Male,606
09,Wellington Region,2001,40–44,Female,111
09,Wellington Region,2001,40–44,Male,96
09,Wellington Region,2001,45–49,Female,3
09,Wellington Region,2001,45–49,Male,9
09,Wellington Region,2002,15–19,Female,174
09,Wellington Region,2002,15–19,Male,162
09,Wellington Region,2002,20–24,Female,402
09,Wellington Region,2002,20–24,Male,468
09,Wellington Region,2002,25–29,Female,741
09,Wellington Region,2002,25–29,Male,774
09,Wellington Region,2002,30–34,Female,975
09,Wellington Region,2002,30–34,Male,1026
09,Wellington Region,2002,35–39,Female,555
09,Wellington Region,2002,35–39,Male,543
09,Wellington Region,2002,40–44,Female,108
09,Wellington Region,2002,40–44,Male,120
09,Wellington Region,2002,45–49,Female,3
09,Wellington Region,2002,45–49,Male,0
09,Wellington Region,2003,15–19,Female,159
09,Wellington Region,2003,15–19,Male,174
09,Wellington Region,2003,20–24,Female,399
09,Wellington Region,2003,20–24,Male,444
09,Wellington Region,2003,25–29,Female,651
09,Wellington Region,2003,25–29,Male,780
09,Wellington Region,2003,30–34,Female,1062
09,Wellington Region,2003,30–34,Male,1095
09,Wellington Region,2003,35–39,Female,603
09,Wellington Region,2003,35–39,Male,636
09,Wellington Region,2003,40–44,Female,96
09,Wellington Region,2003,40–44,Male,114
09,Wellington Region,2003,45–49,Female,6
09,Wellington Region,2003,45–49,Male,9
09,Wellington Region,2004,15–19,Female,177
09,Wellington Region,2004,15–19,Male,165
09,Wellington Region,2004,20–24,Female,450
09,Wellington Region,2004,20–24,Male,480
09,Wellington Region,2004,25–29,Female,702
09,Wellington Region,2004,25–29,Male,750
09,Wellington Region,2004,30–34,Female,1047
09,Wellington Region,2004,30–34,Male,1131
09,Wellington Region,2004,35–39,Female,663
09,Wellington Region,2004,35–39,Male,594
09,Wellington Region,2004,40–44,Female,129
09,Wellington Region,2004,40–44,Male,129
09,Wellington Region,2004,45–49,Female,6
09,Wellington Region,2004,45–49,Male,6
09,Wellington Region,2005,15–19,Female,165
09,Wellington Region,2005,15–19,Male,162
09,Wellington Region,2005,20–24,Female,426
09,Wellington Region,2005,20–24,Male,450
09,Wellington Region,2005,25–29,Female,627
09,Wellington Region,2005,25–29,Male,699
09,Wellington Region,2005,30–34,Female,1035
09,Wellington Region,2005,30–34,Male,1092
09,Wellington Region,2005,35–39,Female,627
09,Wellington Region,2005,35–39,Male,678
09,Wellington Region,2005,40–44,Female,129
09,Wellington Region,2005,40–44,Male,135
09,Wellington Region,2005,45–49,Female,3
09,Wellington Region,2005,45–49,Male,3
09,Wellington Region,2006,15–19,Female,195
09,Wellington Region,2006,15–19,Male,174
09,Wellington Region,2006,20–24,Female,444
09,Wellington Region,2006,20–24,Male,438
09,Wellington Region,2006,25–29,Female,663
09,Wellington Region,2006,25–29,Male,726
09,Wellington Region,2006,30–34,Female,1128
09,Wellington Region,2006,30–34,Male,1086
09,Wellington Region,2006,35–39,Female,633
09,Wellington Region,2006,35–39,Male,636
09,Wellington Region,2006,40–44,Female,132
09,Wellington Region,2006,40–44,Male,123
09,Wellington Region,2006,45–49,Female,0
09,Wellington Region,2006,45–49,Male,6
09,Wellington Region,2007,15–19,Female,207
09,Wellington Region,2007,15–19,Male,207
09,Wellington Region,2007,20–24,Female,474
09,Wellington Region,2007,20–24,Male,474
09,Wellington Region,2007,25–29,Female,687
09,Wellington Region,2007,25–29,Male,780
09,Wellington Region,2007,30–34,Female,1038
09,Wellington Region,2007,30–34,Male,1092
09,Wellington Region,2007,35–39,Female,714
09,Wellington Region,2007,35–39,Male,684
09,Wellington Region,2007,40–44,Female,147
09,Wellington Region,2007,40–44,Male,165
09,Wellington Region,2007,45–49,Female,9
09,Wellington Region,2007,45–49,Male,0
09,Wellington Region,2008,15–19,Female,225
09,Wellington Region,2008,15–19,Male,222
09,Wellington Region,2008,20–24,Female,474
09,Wellington Region,2008,20–24,Male,492
09,Wellington Region,2008,25–29,Female,750
09,Wellington Region,2008,25–29,Male,801
09,Wellington Region,2008,30–34,Female,1071
09,Wellington Region,2008,30–34,Male,1071
09,Wellington Region,2008,35–39,Female,747
09,Wellington Region,2008,35–39,Male,744
09,Wellington Region,2008,40–44,Female,144
09,Wellington Region,2008,40–44,Male,144
09,Wellington Region,2008,45–49,Female,6
09,Wellington Region,2008,45–49,Male,6
09,Wellington Region,2009,15–19,Female,219
09,Wellington Region,2009,15–19,Male,246
09,Wellington Region,2009,20–24,Female,516
09,Wellington Region,2009,20–24,Male,525
09,Wellington Region,2009,25–29,Female,729
09,Wellington Region,2009,25–29,Male,789
09,Wellington Region,2009,30–34,Female,1068
09,Wellington Region,2009,30–34,Male,1059
09,Wellington Region,2009,35–39,Female,717
09,Wellington Region,2009,35–39,Male,750
09,Wellington Region,2009,40–44,Female,159
09,Wellington Region,2009,40–44,Male,129
09,Wellington Region,2009,45–49,Female,6
09,Wellington Region,2009,45–49,Male,9
09,Wellington Region,2010,15–19,Female,195
09,Wellington Region,2010,15–19,Male,213
09,Wellington Region,2010,20–24,Female,540
09,Wellington Region,2010,20–24,Male,498
09,Wellington Region,2010,25–29,Female,711
09,Wellington Region,2010,25–29,Male,732
09,Wellington Region,2010,30–34,Female,1035
09,Wellington Region,2010,30–34,Male,1092
09,Wellington Region,2010,35–39,Female,723
09,Wellington Region,2010,35–39,Male,804
09,Wellington Region,2010,40–44,Female,147
09,Wellington Region,2010,40–44,Male,156
09,Wellington Region,2010,45–49,Female,9
09,Wellington Region,2010,45–49,Male,6
09,Wellington Region,2011,15–19,Female,177
09,Wellington Region,2011,15–19,Male,189
09,Wellington Region,2011,20–24,Female,477
09,Wellington Region,2011,20–24,Male,498
09,Wellington Region,2011,25–29,Female,747
09,Wellington Region,2011,25–29,Male,732
09,Wellington Region,2011,30–34,Female,1029
09,Wellington Region,2011,30–34,Male,1050
09,Wellington Region,2011,35–39,Female,714
09,Wellington Region,2011,35–39,Male,780
09,Wellington Region,2011,40–44,Female,162
09,Wellington Region,2011,40–44,Male,153
09,Wellington Region,2011,45–49,Female,6
09,Wellington Region,2011,45–49,Male,9
09,Wellington Region,2012,15–19,Female,159
09,Wellington Region,2012,15–19,Male,201
09,Wellington Region,2012,20–24,Female,483
09,Wellington Region,2012,20–24,Male,477
09,Wellington Region,2012,25–29,Female,705
09,Wellington Region,2012,25–29,Male,672
09,Wellington Region,2012,30–34,Female,1020
09,Wellington Region,2012,30–34,Male,1026
09,Wellington Region,2012,35–39,Female,660
09,Wellington Region,2012,35–39,Male,672
09,Wellington Region,2012,40–44,Female,159
09,Wellington Region,2012,40–44,Male,156
09,Wellington Region,2012,45–49,Female,12
09,Wellington Region,2012,45–49,Male,3
09,Wellington Region,2013,15–19,Female,144
09,Wellington Region,2013,15–19,Male,132
09,Wellington Region,2013,20–24,Female,429
09,Wellington Region,2013,20–24,Male,495
09,Wellington Region,2013,25–29,Female,702
09,Wellington Region,2013,25–29,Male,723
09,Wellington Region,2013,30–34,Female,912
09,Wellington Region,2013,30–34,Male,1002
09,Wellington Region,2013,35–39,Female,651
09,Wellington Region,2013,35–39,Male,690
09,Wellington Region,2013,40–44,Female,159
09,Wellington Region,2013,40–44,Male,168
09,Wellington Region,2013,45–49,Female,12
09,Wellington Region,2013,45–49,Male,12
09,Wellington Region,2014,15–19,Female,132
09,Wellington Region,2014,15–19,Male,123
09,Wellington Region,2014,20–24,Female,444
09,Wellington Region,2014,20–24,Male,483
09,Wellington Region,2014,25–29,Female,705
09,Wellington Region,2014,25–29,Male,687
09,Wellington Region,2014,30–34,Female,912
09,Wellington Region,2014,30–34,Male,1020
09,Wellington Region,2014,35–39,Female,627
09,Wellington Region,2014,35–39,Male,630
09,Wellington Region,2014,40–44,Female,156
09,Wellington Region,2014,40–44,Male,174
09,Wellington Region,2014,45–49,Female,9
09,Wellington Region,2014,45–49,Male,6
09,Wellington Region,2015,15–19,Female,123
09,Wellington Region,2015,15–19,Male,123
09,Wellington Region,2015,20–24,Female,372
09,Wellington Region,2015,20–24,Male,426
09,Wellington Region,2015,25–29,Female,651
09,Wellington Region,2015,25–29,Male,768
09,Wellington Region,2015,30–34,Female,1002
09,Wellington Region,2015,30–34,Male,978
09,Wellington Region,2015,35–39,Female,567
09,Wellington Region,2015,35–39,Male,624
09,Wellington Region,2015,40–44,Female,135
09,Wellington Region,2015,40–44,Male,150
09,Wellington Region,2015,45–49,Female,3
09,Wellington Region,2015,45–49,Male,12
09,Wellington Region,2016,15–19,Female,117
09,Wellington Region,2016,15–19,Male,111
09,Wellington Region,2016,20–24,Female,381
09,Wellington Region,2016,20–24,Male,423
09,Wellington Region,2016,25–29,Female,696
09,Wellington Region,2016,25–29,Male,729
09,Wellington Region,2016,30–34,Female,969
09,Wellington Region,2016,30–34,Male,1053
09,Wellington Region,2016,35–39,Female,660
09,Wellington Region,2016,35–39,Male,654
09,Wellington Region,2016,40–44,Female,159
09,Wellington Region,2016,40–44,Male,150
09,Wellington Region,2016,45–49,Female,6
09,Wellington Region,2016,45–49,Male,9
12,West Coast Region,1997,15–19,Female,21
12,West Coast Region,1997,15–19,Male,15
12,West Coast Region,1997,20–24,Female,48
12,West Coast Region,1997,20–24,Male,36
12,West Coast Region,1997,25–29,Female,69
12,West Coast Region,1997,25–29,Male,75
12,West Coast Region,1997,30–34,Female,57
12,West Coast Region,1997,30–34,Male,69
12,West Coast Region,1997,35–39,Female,24
12,West Coast Region,1997,35–39,Male,21
12,West Coast Region,1997,40–44,Female,6
12,West Coast Region,1997,40–44,Male,6
12,West Coast Region,1997,45–49,Female,0
12,West Coast Region,1997,45–49,Male,3
12,West Coast Region,1998,15–19,Female,15
12,West Coast Region,1998,15–19,Male,18
12,West Coast Region,1998,20–24,Female,42
12,West Coast Region,1998,20–24,Male,39
12,West Coast Region,1998,25–29,Female,87
12,West Coast Region,1998,25–29,Male,69
12,West Coast Region,1998,30–34,Female,60
12,West Coast Region,1998,30–34,Male,51
12,West Coast Region,1998,35–39,Female,24
12,West Coast Region,1998,35–39,Male,21
12,West Coast Region,1998,40–44,Female,0
12,West Coast Region,1998,40–44,Male,6
12,West Coast Region,1998,45–49,Male,0
12,West Coast Region,1999,15–19,Female,12
12,West Coast Region,1999,15–19,Male,9
12,West Coast Region,1999,20–24,Female,39
12,West Coast Region,1999,20–24,Male,48
12,West Coast Region,1999,25–29,Female,51
12,West Coast Region,1999,25–29,Male,63
12,West Coast Region,1999,30–34,Female,60
12,West Coast Region,1999,30–34,Male,45
12,West Coast Region,1999,35–39,Female,27
12,West Coast Region,1999,35–39,Male,24
12,West Coast Region,1999,40–44,Female,3
12,West Coast Region,1999,40–44,Male,3
12,West Coast Region,2000,15–19,Female,18
12,West Coast Region,2000,15–19,Male,18
12,West Coast Region,2000,20–24,Female,21
12,West Coast Region,2000,20–24,Male,45
12,West Coast Region,2000,25–29,Female,57
12,West Coast Region,2000,25–29,Male,66
12,West Coast Region,2000,30–34,Female,51
12,West Coast Region,2000,30–34,Male,42
12,West Coast Region,2000,35–39,Female,30
12,West Coast Region,2000,35–39,Male,36
12,West Coast Region,2000,40–44,Female,6
12,West Coast Region,2000,40–44,Male,3
12,West Coast Region,2001,15–19,Female,12
12,West Coast Region,2001,15–19,Male,18
12,West Coast Region,2001,20–24,Female,42
12,West Coast Region,2001,20–24,Male,30
12,West Coast Region,2001,25–29,Female,60
12,West Coast Region,2001,25–29,Male,57
12,West Coast Region,2001,30–34,Female,54
12,West Coast Region,2001,30–34,Male,54
12,West Coast Region,2001,35–39,Female,27
12,West Coast Region,2001,35–39,Male,24
12,West Coast Region,2001,40–44,Female,9
12,West Coast Region,2001,40–44,Male,6
12,West Coast Region,2002,15–19,Female,18
12,West Coast Region,2002,15–19,Male,15
12,West Coast Region,2002,20–24,Female,39
12,West Coast Region,2002,20–24,Male,36
12,West Coast Region,2002,25–29,Female,54
12,West Coast Region,2002,25–29,Male,39
12,West Coast Region,2002,30–34,Female,57
12,West Coast Region,2002,30–34,Male,51
12,West Coast Region,2002,35–39,Female,18
12,West Coast Region,2002,35–39,Male,24
12,West Coast Region,2002,40–44,Female,3
12,West Coast Region,2002,40–44,Male,0
12,West Coast Region,2002,45–49,Male,0
12,West Coast Region,2003,15–19,Female,6
12,West Coast Region,2003,15–19,Male,6
12,West Coast Region,2003,20–24,Female,36
12,West Coast Region,2003,20–24,Male,27
12,West Coast Region,2003,25–29,Female,33
12,West Coast Region,2003,25–29,Male,48
12,West Coast Region,2003,30–34,Female,48
12,West Coast Region,2003,30–34,Male,54
12,West Coast Region,2003,35–39,Female,24
12,West Coast Region,2003,35–39,Male,27
12,West Coast Region,2003,40–44,Female,6
12,West Coast Region,2003,40–44,Male,3
12,West Coast Region,2004,15–19,Female,15
12,West Coast Region,2004,15–19,Male,12
12,West Coast Region,2004,20–24,Female,30
12,West Coast Region,2004,20–24,Male,45
12,West Coast Region,2004,25–29,Female,48
12,West Coast Region,2004,25–29,Male,48
12,West Coast Region,2004,30–34,Female,48
12,West Coast Region,2004,30–34,Male,57
12,West Coast Region,2004,35–39,Female,15
12,West Coast Region,2004,35–39,Male,24
12,West Coast Region,2004,40–44,Female,6
12,West Coast Region,2004,40–44,Male,9
12,West Coast Region,2004,45–49,Female,3
12,West Coast Region,2005,15–19,Female,12
12,West Coast Region,2005,15–19,Male,15
12,West Coast Region,2005,20–24,Female,30
12,West Coast Region,2005,20–24,Male,36
12,West Coast Region,2005,25–29,Female,48
12,West Coast Region,2005,25–29,Male,39
12,West Coast Region,2005,30–34,Female,30
12,West Coast Region,2005,30–34,Male,72
12,West Coast Region,2005,35–39,Female,30
12,West Coast Region,2005,35–39,Male,30
12,West Coast Region,2005,40–44,Female,6
12,West Coast Region,2005,40–44,Male,9
12,West Coast Region,2005,45–49,Female,0
12,West Coast Region,2006,15–19,Female,12
12,West Coast Region,2006,15–19,Male,21
12,West Coast Region,2006,20–24,Female,39
12,West Coast Region,2006,20–24,Male,39
12,West Coast Region,2006,25–29,Female,54
12,West Coast Region,2006,25–29,Male,51
12,West Coast Region,2006,30–34,Female,42
12,West Coast Region,2006,30–34,Male,54
12,West Coast Region,2006,35–39,Female,27
12,West Coast Region,2006,35–39,Male,33
12,West Coast Region,2006,40–44,Female,9
12,West Coast Region,2006,40–44,Male,6
12,West Coast Region,2006,45–49,Female,0
12,West Coast Region,2007,15–19,Female,6
12,West Coast Region,2007,15–19,Male,12
12,West Coast Region,2007,20–24,Female,36
12,West Coast Region,2007,20–24,Male,39
12,West Coast Region,2007,25–29,Female,57
12,West Coast Region,2007,25–29,Male,48
12,West Coast Region,2007,30–34,Female,48
12,West Coast Region,2007,30–34,Male,54
12,West Coast Region,2007,35–39,Female,27
12,West Coast Region,2007,35–39,Male,33
12,West Coast Region,2007,40–44,Female,9
12,West Coast Region,2007,40–44,Male,12
12,West Coast Region,2007,45–49,Female,0
12,West Coast Region,2008,15–19,Female,18
12,West Coast Region,2008,15–19,Male,18
12,West Coast Region,2008,20–24,Female,39
12,West Coast Region,2008,20–24,Male,33
12,West Coast Region,2008,25–29,Female,48
12,West Coast Region,2008,25–29,Male,63
12,West Coast Region,2008,30–34,Female,48
12,West Coast Region,2008,30–34,Male,63
12,West Coast Region,2008,35–39,Female,36
12,West Coast Region,2008,35–39,Male,36
12,West Coast Region,2008,40–44,Female,9
12,West Coast Region,2008,40–44,Male,12
12,West Coast Region,2009,15–19,Female,9
12,West Coast Region,2009,15–19,Male,24
12,West Coast Region,2009,20–24,Female,54
12,West Coast Region,2009,20–24,Male,54
12,West Coast Region,2009,25–29,Female,45
12,West Coast Region,2009,25–29,Male,66
12,West Coast Region,2009,30–34,Female,54
12,West Coast Region,2009,30–34,Male,54
12,West Coast Region,2009,35–39,Female,36
12,West Coast Region,2009,35–39,Male,36
12,West Coast Region,2009,40–44,Female,12
12,West Coast Region,2009,40–44,Male,12
12,West Coast Region,2009,45–49,Female,0
12,West Coast Region,2010,15–19,Female,15
12,West Coast Region,2010,15–19,Male,21
12,West Coast Region,2010,20–24,Female,36
12,West Coast Region,2010,20–24,Male,42
12,West Coast Region,2010,25–29,Female,63
12,West Coast Region,2010,25–29,Male,60
12,West Coast Region,2010,30–34,Female,51
12,West Coast Region,2010,30–34,Male,60
12,West Coast Region,2010,35–39,Female,36
12,West Coast Region,2010,35–39,Male,33
12,West Coast Region,2010,40–44,Female,9
12,West Coast Region,2010,40–44,Male,12
12,West Coast Region,2010,45–49,Male,3
12,West Coast Region,2011,15–19,Female,15
12,West Coast Region,2011,15–19,Male,21
12,West Coast Region,2011,20–24,Female,42
12,West Coast Region,2011,20–24,Male,45
12,West Coast Region,2011,25–29,Female,69
12,West Coast Region,2011,25–29,Male,48
12,West Coast Region,2011,30–34,Female,54
12,West Coast Region,2011,30–34,Male,54
12,West Coast Region,2011,35–39,Female,24
12,West Coast Region,2011,35–39,Male,27
12,West Coast Region,2011,40–44,Female,6
12,West Coast Region,2011,40–44,Male,12
12,West Coast Region,2011,45–49,Female,0
12,West Coast Region,2012,15–19,Female,12
12,West Coast Region,2012,15–19,Male,24
12,West Coast Region,2012,20–24,Female,57
12,West Coast Region,2012,20–24,Male,45
12,West Coast Region,2012,25–29,Female,48
12,West Coast Region,2012,25–29,Male,60
12,West Coast Region,2012,30–34,Female,42
12,West Coast Region,2012,30–34,Male,54
12,West Coast Region,2012,35–39,Female,48
12,West Coast Region,2012,35–39,Male,27
12,West Coast Region,2012,40–44,Female,6
12,West Coast Region,2012,40–44,Male,6
12,West Coast Region,2013,15–19,Female,15
12,West Coast Region,2013,15–19,Male,21
12,West Coast Region,2013,20–24,Female,48
12,West Coast Region,2013,20–24,Male,42
12,West Coast Region,2013,25–29,Female,63
12,West Coast Region,2013,25–29,Male,39
12,West Coast Region,2013,30–34,Female,48
12,West Coast Region,2013,30–34,Male,51
12,West Coast Region,2013,35–39,Female,36
12,West Coast Region,2013,35–39,Male,33
12,West Coast Region,2013,40–44,Female,12
12,West Coast Region,2013,40–44,Male,12
12,West Coast Region,2014,15–19,Female,15
12,West Coast Region,2014,15–19,Male,9
12,West Coast Region,2014,20–24,Female,36
12,West Coast Region,2014,20–24,Male,54
12,West Coast Region,2014,25–29,Female,57
12,West Coast Region,2014,25–29,Male,51
12,West Coast Region,2014,30–34,Female,39
12,West Coast Region,2014,30–34,Male,45
12,West Coast Region,2014,35–39,Female,27
12,West Coast Region,2014,35–39,Male,33
12,West Coast Region,2014,40–44,Female,9
12,West Coast Region,2014,40–44,Male,6
12,West Coast Region,2015,15–19,Female,9
12,West Coast Region,2015,15–19,Male,15
12,West Coast Region,2015,20–24,Female,45
12,West Coast Region,2015,20–24,Male,45
12,West Coast Region,2015,25–29,Female,42
12,West Coast Region,2015,25–29,Male,57
12,West Coast Region,2015,30–34,Female,42
12,West Coast Region,2015,30–34,Male,54
12,West Coast Region,2015,35–39,Female,15
12,West Coast Region,2015,35–39,Male,21
12,West Coast Region,2015,40–44,Female,9
12,West Coast Region,2015,40–44,Male,3
12,West Coast Region,2015,45–49,Male,3
12,West Coast Region,2016,15–19,Female,9
12,West Coast Region,2016,15–19,Male,9
12,West Coast Region,2016,20–24,Female,42
12,West Coast Region,2016,20–24,Male,39
12,West Coast Region,2016,25–29,Female,54
12,West Coast Region,2016,25–29,Male,51
12,West Coast Region,2016,30–34,Female,51
12,West Coast Region,2016,30–34,Male,51
12,West Coast Region,2016,35–39,Female,30
12,West Coast Region,2016,35–39,Male,36
12,West Coast Region,2016,40–44,Female,6
12,West Coast Region,2016,40–44,Male,6
13,Canterbury Region,1997,15–19,Female,168
13,Canterbury Region,1997,15–19,Male,210
13,Canterbury Region,1997,20–24,Female,519
13,Canterbury Region,1997,20–24,Male,516
13,Canterbury Region,1997,25–29,Female,927
13,Canterbury Region,1997,25–29,Male,951
13,Canterbury Region,1997,30–34,Female,975
13,Canterbury Region,1997,30–34,Male,1011
13,Canterbury Region,1997,35–39,Female,408
13,Canterbury Region,1997,35–39,Male,450
13,Canterbury Region,1997,40–44,Female,63
13,Canterbury Region,1997,40–44,Male,48
13,Canterbury Region,1997,45–49,Female,3
13,Canterbury Region,1997,45–49,Male,6
13,Canterbury Region,1998,15–19,Female,159
13,Canterbury Region,1998,15–19,Male,177
13,Canterbury Region,1998,20–24,Female,447
13,Canterbury Region,1998,20–24,Male,468
13,Canterbury Region,1998,25–29,Female,990
13,Canterbury Region,1998,25–29,Male,945
13,Canterbury Region,1998,30–34,Female,942
13,Canterbury Region,1998,30–34,Male,1056
13,Canterbury Region,1998,35–39,Female,411
13,Canterbury Region,1998,35–39,Male,441
13,Canterbury Region,1998,40–44,Female,87
13,Canterbury Region,1998,40–44,Male,60
13,Canterbury Region,1998,45–49,Female,0
13,Canterbury Region,1998,45–49,Male,6
13,Canterbury Region,1999,15–19,Female,144
13,Canterbury Region,1999,15–19,Male,159
13,Canterbury Region,1999,20–24,Female,438
13,Canterbury Region,1999,20–24,Male,435
13,Canterbury Region,1999,25–29,Female,924
13,Canterbury Region,1999,25–29,Male,942
13,Canterbury Region,1999,30–34,Female,969
13,Canterbury Region,1999,30–34,Male,1029
13,Canterbury Region,1999,35–39,Female,462
13,Canterbury Region,1999,35–39,Male,486
13,Canterbury Region,1999,40–44,Female,66
13,Canterbury Region,1999,40–44,Male,60
13,Canterbury Region,1999,45–49,Male,6
13,Canterbury Region,2000,15–19,Female,147
13,Canterbury Region,2000,15–19,Male,168
13,Canterbury Region,2000,20–24,Female,408
13,Canterbury Region,2000,20–24,Male,438
13,Canterbury Region,2000,25–29,Female,852
13,Canterbury Region,2000,25–29,Male,924
13,Canterbury Region,2000,30–34,Female,1056
13,Canterbury Region,2000,30–34,Male,1110
13,Canterbury Region,2000,35–39,Female,495
13,Canterbury Region,2000,35–39,Male,528
13,Canterbury Region,2000,40–44,Female,78
13,Canterbury Region,2000,40–44,Male,84
13,Canterbury Region,2000,45–49,Female,3
13,Canterbury Region,2001,15–19,Female,153
13,Canterbury Region,2001,15–19,Male,162
13,Canterbury Region,2001,20–24,Female,396
13,Canterbury Region,2001,20–24,Male,465
13,Canterbury Region,2001,25–29,Female,873
13,Canterbury Region,2001,25–29,Male,855
13,Canterbury Region,2001,30–34,Female,1056
13,Canterbury Region,2001,30–34,Male,1074
13,Canterbury Region,2001,35–39,Female,474
13,Canterbury Region,2001,35–39,Male,519
13,Canterbury Region,2001,40–44,Female,72
13,Canterbury Region,2001,40–44,Male,81
13,Canterbury Region,2001,45–49,Female,3
13,Canterbury Region,2001,45–49,Male,3
13,Canterbury Region,2002,15–19,Female,138
